run_id,run_kind,input_term,source_term,fallback_term,comparison_group,comparison_terms,term_type,geography,geo_code,date_range,api_timeframe,search_type,category_id,category,retrieval_date,data_status,time_points,nonzero_points,top_queries,rising_queries,top_topics,rising_topics,partial_points,extraction_route,extraction_note,source_url
56419eb60b47,exact,api integration,api integration,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,25,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=api%20integration&hl=en-GB
0ac2edf5af15,exact,webhook vs api,webhook vs api,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,64,13,7,16,13,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=webhook%20vs%20api&hl=en-GB
0b7b1ffaa061,exact,webhook vs api,webhook vs api,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,85,15,6,15,12,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=webhook%20vs%20api&hl=en-GB
740bb3087b18,exact,webhook vs api,webhook vs api,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,38,2,2,10,6,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=webhook%20vs%20api&hl=en-GB
c25ec0b1539b,exact,webhook vs api,webhook vs api,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,40,5,4,14,8,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=webhook%20vs%20api&hl=en-GB
24f344c45d0d,exact,webhook vs api,webhook vs api,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,68,24,15,18,15,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=webhook%20vs%20api&hl=en-GB
1f13bf31a46e,exact,webhook vs api,webhook vs api,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,71,25,18,21,18,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=webhook%20vs%20api&hl=en-GB
ed7f4fb0b1bd,exact,ci/cd,ci/cd,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,15,23,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=ci%2Fcd&hl=en-GB
8f7c1d50fa1f,exact,ci/cd,ci/cd,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,18,23,18,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=ci%2Fcd&hl=en-GB
923d4ebf61d3,exact,ci/cd,ci/cd,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,108,25,7,23,15,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=ci%2Fcd&hl=en-GB
abdab3830597,exact,ci/cd,ci/cd,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,258,25,25,23,13,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=ci%2Fcd&hl=en-GB
10b70de33a3a,exact,ci/cd,ci/cd,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,15,23,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=ci%2Fcd&hl=en-GB
6d1b8d49c83f,exact,ci/cd,ci/cd,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,18,23,21,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=ci%2Fcd&hl=en-GB
8c1768211ec8,exact,continuous deployment,continuous deployment,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,105,17,3,24,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=continuous%20deployment&hl=en-GB
8692641d2664,exact,continuous deployment,continuous deployment,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,255,25,11,24,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=continuous%20deployment&hl=en-GB
5a504d1be92f,exact,continuous deployment,continuous deployment,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,10,8,1,24,23,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=continuous%20deployment&hl=en-GB
c3850b1ef3e0,exact,continuous deployment,continuous deployment,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,19,25,12,23,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=continuous%20deployment&hl=en-GB
c751b3ced68e,exact,continuous deployment,continuous deployment,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,25,7,24,21,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=continuous%20deployment&hl=en-GB
ec7fd2a7468e,exact,continuous deployment,continuous deployment,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,25,19,24,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=continuous%20deployment&hl=en-GB
c2e27b5108b2,exact,staging vs production,staging vs production,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,17,1,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=staging%20vs%20production&hl=en-GB
e1dd776cbcdf,exact,staging vs production,staging vs production,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,18,1,1,25,21,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=staging%20vs%20production&hl=en-GB
75b9a4eef32f,exact,staging vs production,staging vs production,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,1,0,0,24,19,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=staging%20vs%20production&hl=en-GB
ef99f83ee7bf,exact,staging vs production,staging vs production,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,3,1,1,23,17,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=staging%20vs%20production&hl=en-GB
ed9a9f381c90,exact,staging vs production,staging vs production,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,61,3,3,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=staging%20vs%20production&hl=en-GB
6cfef8462924,exact,staging vs production,staging vs production,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,86,6,1,25,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=staging%20vs%20production&hl=en-GB
8f6432c7beba,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,3,1,1,5,10,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=how%20to%20reproduce%20a%20bug&hl=en-GB
889926252055,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,3,1,1,10,8,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=how%20to%20reproduce%20a%20bug&hl=en-GB
2f519ee56e00,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=how%20to%20reproduce%20a%20bug&hl=en-GB
cb10f0ee7479,fallback,how to reproduce a bug,reproduce a bug,reproduce a bug,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,2,0,0,7,1,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=reproduce%20a%20bug&hl=en-GB
5285e16e7ed8,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,1,0,0,4,4,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=how%20to%20reproduce%20a%20bug&hl=en-GB
50b36288e522,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,8,0,0,12,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=how%20to%20reproduce%20a%20bug&hl=en-GB
67ae45c5080b,exact,how to reproduce a bug,how to reproduce a bug,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,10,2,2,11,8,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=how%20to%20reproduce%20a%20bug&hl=en-GB
cb4ff65747b8,exact,bug triage process,bug triage process,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,2,0,0,2,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=bug%20triage%20process&hl=en-GB
6043d20d15e0,exact,bug triage process,bug triage process,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,2,0,0,2,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=bug%20triage%20process&hl=en-GB
c774b4c71d7b,exact,bug triage process,bug triage process,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=bug%20triage%20process&hl=en-GB
42c6c09dea00,fallback,bug triage process,bug triage,bug triage,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,1,0,0,11,7,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=bug%20triage&hl=en-GB
b060fce84ac0,exact,bug triage process,bug triage process,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,2,0,0,2,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=bug%20triage%20process&hl=en-GB
c33019f452c9,exact,bug triage process,bug triage process,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,1,0,0,2,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=bug%20triage%20process&hl=en-GB
b6f568775c00,exact,bug triage process,bug triage process,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,1,0,0,2,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=bug%20triage%20process&hl=en-GB
ef8027e4350d,exact,technical debt,technical debt,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,19,12,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=technical%20debt&hl=en-GB
605ecb242461,exact,technical debt,technical debt,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,12,7,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=technical%20debt&hl=en-GB
d94bb63a22ed,exact,technical debt,technical debt,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,65,6,2,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=technical%20debt&hl=en-GB
7ef24ffb9cf4,exact,technical debt,technical debt,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,143,14,6,24,24,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=technical%20debt&hl=en-GB
857208569cf6,exact,technical debt,technical debt,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,109,19,13,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=technical%20debt&hl=en-GB
6dc627f67735,exact,technical debt,technical debt,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,262,21,14,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=technical%20debt&hl=en-GB
96458bd261fa,exact,what is technical debt,what is technical debt,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,92,2,7,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=what%20is%20technical%20debt&hl=en-GB
850328e830d8,exact,what is technical debt,what is technical debt,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,154,14,4,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=what%20is%20technical%20debt&hl=en-GB
47bcbe1f6a9f,exact,what is technical debt,what is technical debt,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,10,0,0,25,22,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=what%20is%20technical%20debt&hl=en-GB
b56d25239214,exact,what is technical debt,what is technical debt,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,12,3,3,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=what%20is%20technical%20debt&hl=en-GB
7134dbadaa01,exact,what is technical debt,what is technical debt,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,108,11,4,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=what%20is%20technical%20debt&hl=en-GB
996493e18227,exact,what is technical debt,what is technical debt,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,257,19,10,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=what%20is%20technical%20debt&hl=en-GB
7bddf8bcaaee,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,1,0,0,3,3,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
ae0499a2cd88,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,1,0,0,3,3,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
c47d6469d7c2,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
ea4c967d764f,fallback,mvp vs prototype vs poc,mvp vs prototype,mvp vs prototype,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,1,0,0,5,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=mvp%20vs%20prototype&hl=en-GB
88e7cb2969e0,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
12c1d7f044e1,fallback,mvp vs prototype vs poc,mvp vs prototype,mvp vs prototype,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,262,1,0,0,5,2,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=mvp%20vs%20prototype&hl=en-GB
cb2928957cc8,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,3,0,0,3,3,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
2446ae2e8319,exact,mvp vs prototype vs poc,mvp vs prototype vs poc,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,5,0,0,3,3,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=mvp%20vs%20prototype%20vs%20poc&hl=en-GB
47e931a085af,exact,prototype vs production software,prototype vs production software,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=prototype%20vs%20production%20software&hl=en-GB
06412c7e3ed7,fallback,prototype vs production software,prototype vs production,prototype vs production,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,15,1,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=prototype%20vs%20production&hl=en-GB
f07202bf0476,exact,prototype vs production software,prototype vs production software,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=prototype%20vs%20production%20software&hl=en-GB
0d37c36ae3a5,fallback,prototype vs production software,prototype vs production,prototype vs production,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,262,15,1,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=prototype%20vs%20production&hl=en-GB
213c402b7098,exact,prototype vs production software,prototype vs production software,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=prototype%20vs%20production%20software&hl=en-GB
ec508589923c,fallback,prototype vs production software,prototype vs production,prototype vs production,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,2,0,0,11,5,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=prototype%20vs%20production&hl=en-GB
c9ce0557c0d0,exact,prototype vs production software,prototype vs production software,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,1,0,0,0,0,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=prototype%20vs%20production%20software&hl=en-GB
66a351ebd30e,exact,prototype vs production software,prototype vs production software,,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=prototype%20vs%20production%20software&hl=en-GB
7cdea23f87cc,fallback,prototype vs production software,prototype vs production,prototype vs production,,,Search term,Worldwide,,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,109,51,1,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&q=prototype%20vs%20production&hl=en-GB
d91bb9421757,exact,prototype vs production software,prototype vs production software,,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,insufficient_no_series,0,0,0,0,0,0,0,Signed-in Google Trends rendered interface,Related queries panel unavailable; Related topics panel unavailable,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=prototype%20vs%20production%20software&hl=en-GB
57dd1aface8c,fallback,prototype vs production software,prototype vs production,prototype vs production,,,Search term,Worldwide,,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,fallback_sufficient,262,51,1,1,25,25,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&q=prototype%20vs%20production&hl=en-GB
68404a23a4af,exact,vibe coding,vibe coding,,,,Search term,US,US,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,82,25,25,9,7,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=US&q=vibe%20coding&hl=en-GB
f18c679ef3d6,exact,vibe coding,vibe coding,,,,Search term,US,US,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,85,25,24,17,14,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=US&q=vibe%20coding&hl=en-GB
bbc82ecd9824,exact,vibe coding,vibe coding,,,,Search term,UK,GB,2024-08-01 to 2026-08-24,2024-08-01 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,109,79,25,20,10,6,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2024-08-01%202026-08-24&geo=GB&q=vibe%20coding&hl=en-GB
5f92f652a704,exact,vibe coding,vibe coding,,,,Search term,UK,GB,2021-08-24 to 2026-08-24,2021-08-24 2026-08-24,Google Web Search,0,All categories,2026-08-24,sufficient,262,80,24,21,13,10,1,Signed-in Google Trends rendered interface,,https://trends.google.com/trends/explore?date=2021-08-24%202026-08-24&geo=GB&q=vibe%20coding&hl=en-GB
